food	cazyme	coef	id	fdr_p	p	cazy_cat	bin
Grains	GH95	-0.803921568627451	MCTs32	0.0138998095017518	0.000100739403001067	GH	Negative (+/-)
Grains	GT3	0.727941176470588	MCTs32	0.0438732103941715	0.000923646534614136	GT	Positive (+/+ or -/-)
Grains	GT30	-0.644607843137255	MCTs32	0.0825625895493449	0.00521447933995863	GT	Negative (+/-)
Grains	GT5	0.661764705882353	MCTs32	0.0797715362536413	0.00380915992772716	GT	Positive (+/+ or -/-)
Grains	PL11	-0.676470588235294	MCTs32	0.0672273156153812	0.00286506386532915	PL	Negative (+/-)
Grains	GH145	-0.629901960784314	MCTs32	0.098331279086892	0.00672792962173472	GH	Negative (+/-)
Grains	GH53	0.767156862745098	MCTs32	0.0247548460410722	0.000325721658435161	GH	Positive (+/+ or -/-)
Fruits	GT94	-0.89010989010989	MCTs34	0.0357297585640056	4.5654374407447e-05	GT	Negative (+/-)
Sweets and Beverages	GH10	0.884615384615385	MCTs34	0.0357297585640056	5.90574521719101e-05	GH	Positive (+/+ or -/-)
Milks	CBM20	0.855886106473685	MCTs35	0.0983564200243058	9.41209760998142e-05	CBM	Positive (+/+ or -/-)
Eggs	CBM50	0.872549019607843	MCTs37	0.00417078133669762	4.9145946739401e-06	CBM	Positive (+/+ or -/-)
Meats	GH138	-0.823529411764706	MCTs37	0.0210170141390842	4.85755334493471e-05	GH	Negative (+/-)
Meats	CE4	-0.86764705882353	MCTs37	0.00417078133669762	6.42647355423362e-06	CE	Negative (+/-)
