food	cazyme	coef	id	fdr_p	p	cazy_cat	bin
Grains	CE12	-0.811274509803922	MCTs32	0.0293098068031113	7.73803618060897e-05	CE	Negative (+/-)
Grains	GH106	0.696078431372549	MCTs32	0.0931236585776703	0.00191162935496684	GH	Positive (+/+ or -/-)
Grains	GH110	0.723039215686275	MCTs32	0.0786387321586112	0.00103947461159762	GH	Positive (+/+ or -/-)
Grains	GH28	-0.767156862745098	MCTs32	0.0499819884868754	0.000325721658435161	GH	Negative (+/-)
Grains	GH43	-0.686274509803922	MCTs32	0.0987562545609382	0.00234904091982681	GH	Negative (+/-)
Grains	GH51	-0.70343137254902	MCTs32	0.0891458313777237	0.0016294297517689	GH	Negative (+/-)
Grains	GH53	-0.740196078431373	MCTs32	0.0695558065841683	0.000679919907958634	GH	Negative (+/-)
Grains	GH67	-0.686274509803922	MCTs32	0.0987562545609382	0.00234904091982681	GH	Negative (+/-)
Grains	GH94	-0.745098039215686	MCTs32	0.0667049338703159	0.00059871519810121	GH	Negative (+/-)
Grains	GH95	-0.803921568627451	MCTs32	0.0293098068031113	0.000100739403001067	GH	Negative (+/-)
Grains	CE2	-0.747239848791311	MCTs32	0.0667049338703159	0.000565855281835498	CE	Negative (+/-)
Grains	CE9	-0.713946984241203	MCTs32	0.0789392981855523	0.00128607523925631	CE	Negative (+/-)
Grains	GH106	-0.717646191413437	MCTs32	0.0786387321586112	0.00118050312992578	GH	Negative (+/-)
Grains	GH109	-0.72011232952826	MCTs32	0.0786387321586112	0.00111417454581229	GH	Negative (+/-)
Grains	GH110	-0.696684017437443	MCTs32	0.0931236585776703	0.00188697073577478	GH	Negative (+/-)
Grains	GH123	-0.715180053298614	MCTs32	0.0786387321586112	0.00125005407754467	GH	Negative (+/-)
Grains	GH13	-0.691751741207798	MCTs32	0.0972633713957922	0.0020956027370152	GH	Negative (+/-)
Grains	GT3	-0.696684017437443	MCTs32	0.0931236585776703	0.00188697073577478	GT	Negative (+/-)
Grains	CE1	-0.798528208831366	MCTs32	0.0293098068031113	0.000121417688336387	CE	Negative (+/-)
Grains	GH106	-0.724817912631548	MCTs32	0.0786387321586112	0.000996134809104645	GH	Negative (+/-)
Grains	GH115	0.798528208831366	MCTs32	0.0293098068031113	0.000121417688336387	GH	Positive (+/+ or -/-)
Grains	GH32	0.690419774404966	MCTs32	0.0972633713957922	0.00215506981261449	GH	Positive (+/+ or -/-)
Grains	GH43	0.746931001491493	MCTs32	0.0667049338703159	0.00057049903614619	GH	Positive (+/+ or -/-)
Grains	GH67	0.700247813898275	MCTs32	0.0908779706955019	0.00174708382894578	GH	Positive (+/+ or -/-)
Grains	GH78	-0.749388011364821	MCTs32	0.0667049338703159	0.000534416705059664	GH	Negative (+/-)
Grains	GH95	0.687962764531639	MCTs32	0.098051898492304	0.00226838865850557	GH	Positive (+/+ or -/-)
Grains	GT28	-0.776415119971421	MCTs32	0.0421799795328143	0.000247389909283368	GT	Negative (+/-)
Grains	GT30	0.793614189084712	MCTs32	0.0293098068031113	0.000143254187698491	GT	Positive (+/+ or -/-)
Grains	GT9	0.722360902758221	MCTs32	0.0786387321586112	0.00105640713839152	GT	Positive (+/+ or -/-)
Grains	GT94	-0.690419774404966	MCTs32	0.0972633713957922	0.00215506981261449	GT	Negative (+/-)
Grains	GH53	0.794117647058824	MCTs32	0.0293098068031113	0.000140875554629218	GH	Positive (+/+ or -/-)
Meats	CE3	-0.692876784278293	MCTs32	0.0972633713957922	0.00204642691612003	CE	Negative (+/-)
Meats	GH26	0.702704823771602	MCTs32	0.0891458313777237	0.00165568992783651	GH	Positive (+/+ or -/-)
Meats	CE1	-0.729731932378202	MCTs32	0.0786387321586112	0.000884090691497345	CE	Negative (+/-)
Meats	CE12	0.714989873138239	MCTs32	0.0786387321586112	0.00125555486339914	CE	Positive (+/+ or -/-)
Meats	GH106	-0.815727277944657	MCTs32	0.0293098068031113	6.55926297522328e-05	GH	Negative (+/-)
Meats	GH109	-0.717446883011566	MCTs32	0.0786387321586112	0.00118600282743473	GH	Negative (+/-)
Meats	GH110	-0.722360902758221	MCTs32	0.0786387321586112	0.00105640713839152	GH	Negative (+/-)
Meats	GH115	0.751845021238148	MCTs32	0.0667049338703159	0.000500251485440947	GH	Positive (+/+ or -/-)
Meats	GH43	0.700247813898275	MCTs32	0.0908779706955019	0.00174708382894578	GH	Positive (+/+ or -/-)
Meats	GH5	0.687962764531639	MCTs32	0.098051898492304	0.00226838865850557	GH	Positive (+/+ or -/-)
Meats	GH78	-0.793614189084712	MCTs32	0.0293098068031113	0.000143254187698491	GH	Negative (+/-)
Meats	GH94	0.687962764531639	MCTs32	0.098051898492304	0.00226838865850557	GH	Positive (+/+ or -/-)
Meats	GT30	0.778872129844748	MCTs32	0.0421799795328143	0.000229482638288663	GT	Positive (+/+ or -/-)
Meats	GT9	0.712532863264911	MCTs32	0.0799404444540097	0.00132843358330221	GT	Positive (+/+ or -/-)
Milks	GH13	-0.741992594402925	MCTs32	0.0686991500116706	0.000649161078637487	GH	Negative (+/-)
Vegetables	CE1	-0.724817912631548	MCTs32	0.0786387321586112	0.000996134809104645	CE	Negative (+/-)
Vegetables	GH115	0.722360902758221	MCTs32	0.0786387321586112	0.00105640713839152	GH	Positive (+/+ or -/-)
Vegetables	GH24	-0.729731932378202	MCTs32	0.0786387321586112	0.000884090691497345	GH	Negative (+/-)
Vegetables	GT28	-0.710075853391584	MCTs32	0.0813435856225026	0.00140476052068838	GT	Negative (+/-)
Vegetables	GH26	0.744473991618166	MCTs32	0.0667049338703159	0.000608581996861794	GH	Positive (+/+ or -/-)
Vegetables	GH97	-0.710075853391584	MCTs32	0.0813435856225026	0.00140476052068838	GH	Negative (+/-)
Vegetables	GH24	-0.70516183364493	MCTs32	0.0875088974843893	0.0015682598115482	GH	Negative (+/-)
Vegetables	CE1	-0.734645952124857	MCTs32	0.077485231816902	0.000782679109261636	CE	Negative (+/-)
Vegetables	CE12	0.776415119971421	MCTs32	0.0421799795328143	0.000247389909283368	CE	Positive (+/+ or -/-)
Vegetables	CE3	-0.803442228578021	MCTs32	0.0293098068031113	0.000102448163942451	CE	Negative (+/-)
Vegetables	GH10	0.714989873138239	MCTs32	0.0786387321586112	0.00125555486339914	GH	Positive (+/+ or -/-)
Vegetables	GH106	-0.815727277944657	MCTs32	0.0293098068031113	6.55926297522328e-05	GH	Negative (+/-)
Vegetables	GH110	-0.714989873138239	MCTs32	0.0786387321586112	0.00125555486339914	GH	Negative (+/-)
Vegetables	GH115	0.847668406297912	MCTs32	0.0293098068031113	1.73578906148243e-05	GH	Positive (+/+ or -/-)
Vegetables	GH28	0.73218894225153	MCTs32	0.0786387321586112	0.000832107073073815	GH	Positive (+/+ or -/-)
Vegetables	GH35	0.771501100224766	MCTs32	0.0463134570362297	0.000286723911270239	GH	Positive (+/+ or -/-)
Vegetables	GH43	0.815727277944657	MCTs32	0.0293098068031113	6.55926297522328e-05	GH	Positive (+/+ or -/-)
Vegetables	GH5	0.707618843518257	MCTs32	0.0843781840837916	0.0014846601305066	GH	Positive (+/+ or -/-)
Vegetables	GH51	0.685505754658311	MCTs32	0.0989767048995146	0.00238653508066604	GH	Positive (+/+ or -/-)
Vegetables	GH67	0.746931001491493	MCTs32	0.0667049338703159	0.00057049903614619	GH	Positive (+/+ or -/-)
Vegetables	GH78	-0.793614189084712	MCTs32	0.0293098068031113	0.000143254187698491	GH	Negative (+/-)
Vegetables	GH92	-0.722360902758221	MCTs32	0.0786387321586112	0.00105640713839152	GH	Negative (+/-)
Vegetables	GH94	0.697790804024948	MCTs32	0.0931236585776703	0.00184257786922683	GH	Positive (+/+ or -/-)
Vegetables	GH95	0.810813258198003	MCTs32	0.0293098068031113	7.86973386790394e-05	GH	Positive (+/+ or -/-)
Vegetables	GT30	0.803442228578021	MCTs32	0.0293098068031113	0.000102448163942451	GT	Positive (+/+ or -/-)
Vegetables	GT5	-0.719903892884893	MCTs32	0.0786387321586112	0.00111965883980669	GT	Negative (+/-)
Vegetables	GT94	-0.761673060731457	MCTs32	0.0557063349729494	0.00038117726765459	GT	Negative (+/-)
